case,file,problematic,oracle_records,oracle_resolved,all_oracle_scored,all_tp,all_fp,all_fn,statement_oracle_scored,statement_tp,statement_fp,statement_fn,codediff_ms
Jsoup-37,src_main_java_org_jsoup_nodes_Element.json,false,4498,2746,104,104,0,0,7,7,0,0,15.414
Jsoup-38,src_main_java_org_jsoup_parser_HtmlTreeBuilderState.json,false,9336,7436,2523,2523,0,0,515,515,0,0,502.717
Jsoup-39,src_main_java_org_jsoup_helper_DataUtil.json,false,957,717,315,315,0,0,55,55,0,0,7.886
Jsoup-4,src_main_java_org_jsoup_nodes_Entities.json,false,7051,6917,296,295,1,1,48,48,0,0,104.358
Jsoup-40,src_main_java_org_jsoup_nodes_DocumentType.json,false,230,164,46,46,0,0,11,11,0,0,3.554
Jsoup-41,src_main_java_org_jsoup_nodes_Element.json,false,4739,2927,133,133,0,0,13,13,0,0,17.703
Jsoup-42,src_main_java_org_jsoup_nodes_FormElement.json,false,462,333,197,194,3,3,35,35,0,0,50.531
Jsoup-43,src_main_java_org_jsoup_nodes_Element.json,false,4786,2959,143,143,0,0,14,14,0,0,18.983
Jsoup-44,src_main_java_org_jsoup_parser_TreeBuilder.json,false,370,306,72,72,0,0,17,17,0,0,4.244
Jsoup-45,src_main_java_org_jsoup_parser_HtmlTreeBuilder.json,true,3470,2944,239,239,0,0,61,61,0,0,14.446
Jsoup-46,src_main_java_org_jsoup_nodes_Entities.json,false,1217,926,342,341,0,1,71,71,0,0,85.191
Jsoup-47,src_main_java_org_jsoup_nodes_Entities.json,true,1219,927,343,343,0,0,71,71,0,0,60.631
Jsoup-48,src_main_java_org_jsoup_helper_HttpConnection.json,false,4663,3797,146,146,0,0,26,26,0,0,48.922
Jsoup-49,src_main_java_org_jsoup_nodes_Node.json,false,2710,1903,105,103,0,2,14,12,0,2,13.530
Jsoup-5,src_main_java_org_jsoup_parser_Parser.json,false,1640,1293,142,142,0,0,29,29,0,0,6.893
Jsoup-50,src_main_java_org_jsoup_helper_DataUtil.json,true,1115,842,268,268,0,0,48,48,0,0,19.522
Jsoup-51,src_main_java_org_jsoup_parser_CharacterReader.json,false,1784,1673,52,51,1,1,8,8,0,0,9.273
Jsoup-52,src_main_java_org_jsoup_helper_DataUtil.json,false,1418,1123,292,292,0,0,47,47,0,0,47.799
Jsoup-52,src_main_java_org_jsoup_nodes_XmlDeclaration.json,false,184,133,46,42,1,4,10,9,0,1,6.859
Jsoup-52,src_main_java_org_jsoup_parser_XmlTreeBuilder.json,false,566,453,81,81,4,0,14,14,0,0,20.473
Jsoup-53,src_main_java_org_jsoup_parser_TokenQueue.json,false,1379,1068,165,165,0,0,28,28,0,0,25.455
Jsoup-54,src_main_java_org_jsoup_helper_W3CDom.json,false,819,619,59,59,0,0,11,11,0,0,7.544
Jsoup-55,src_main_java_org_jsoup_parser_TokeniserState.json,false,7132,5783,69,69,0,0,22,22,0,0,42.360
Jsoup-56,src_main_java_org_jsoup_nodes_DocumentType.json,false,334,241,151,151,0,0,28,28,0,0,9.973
Jsoup-56,src_main_java_org_jsoup_parser_HtmlTreeBuilderState.json,false,9305,7425,112,112,1,0,26,26,0,0,76.523
Jsoup-56,src_main_java_org_jsoup_parser_Token.json,false,1199,1060,39,39,0,0,10,10,0,0,5.060
Jsoup-56,src_main_java_org_jsoup_parser_TokeniserState.json,false,7139,5789,112,112,1,0,31,31,0,0,57.895
Jsoup-56,src_main_java_org_jsoup_parser_XmlTreeBuilder.json,false,685,547,39,39,0,0,7,7,0,0,4.155
Jsoup-57,src_main_java_org_jsoup_nodes_Attributes.json,true,1348,986,80,80,0,0,13,13,0,0,7.194
Jsoup-58,src_main_java_org_jsoup_Jsoup.json,false,993,424,41,40,0,1,7,7,0,0,2.428
Jsoup-58,src_main_java_org_jsoup_parser_Parser.json,false,731,460,25,25,0,0,2,2,0,0,2.221
Jsoup-58,src_main_java_org_jsoup_safety_Cleaner.json,false,693,522,51,50,1,1,9,9,0,0,3.288
Jsoup-59,src_main_java_org_jsoup_parser_Token.json,false,1226,1084,120,120,0,0,22,22,0,0,6.145
Jsoup-6,src_main_java_org_jsoup_nodes_Entities.json,true,7049,6917,180,180,0,0,34,34,0,0,70.696
Jsoup-60,src_main_java_org_jsoup_parser_TokenQueue.json,false,1424,1108,204,204,0,0,34,34,0,0,9.744
Jsoup-60,src_main_java_org_jsoup_select_QueryParser.json,false,2062,1617,36,36,0,0,7,7,0,0,11.121
Jsoup-61,src_main_java_org_jsoup_nodes_Element.json,false,5078,3171,256,256,0,0,35,35,0,0,14.553
Jsoup-62,src_main_java_org_jsoup_parser_HtmlTreeBuilderState.json,false,9309,7428,115,115,0,0,26,26,0,0,44.786
Jsoup-64,src_main_java_org_jsoup_parser_HtmlTreeBuilderState.json,false,9251,7390,37,37,0,0,10,10,0,0,46.627
Jsoup-65,src_main_java_org_jsoup_parser_HtmlTreeBuilder.json,false,3523,2997,43,42,1,1,8,8,0,0,16.152
Jsoup-65,src_main_java_org_jsoup_parser_HtmlTreeBuilderState.json,false,9258,7394,437,437,0,0,106,106,0,0,51.871
Jsoup-66,src_main_java_org_jsoup_nodes_Element.json,false,5590,3566,196,196,0,0,24,24,0,0,25.642
Jsoup-67,src_main_java_org_jsoup_parser_HtmlTreeBuilder.json,false,3544,3018,120,120,0,0,20,20,0,0,16.913
Jsoup-68,src_main_java_org_jsoup_parser_HtmlTreeBuilder.json,false,3528,3012,130,130,0,0,19,19,0,0,18.135
Jsoup-69,src_main_java_org_jsoup_nodes_FormElement.json,false,460,330,13,13,0,0,2,2,0,0,1.867
Jsoup-7,src_main_java_org_jsoup_nodes_Document.json,false,954,641,86,86,2,0,15,15,0,0,4.126
Jsoup-70,src_main_java_org_jsoup_nodes_Element.json,false,5631,3600,134,133,0,1,11,10,0,1,26.422
Jsoup-71,src_main_java_org_jsoup_select_Evaluator.json,false,2894,2403,37,37,0,0,2,2,0,0,13.892
Jsoup-71,src_main_java_org_jsoup_select_QueryParser.json,false,2070,1626,291,291,0,0,59,59,0,0,260.998
Jsoup-72,src_main_java_org_jsoup_parser_CharacterReader.json,false,2106,1933,176,176,0,0,29,29,0,0,19.383
Jsoup-73,src_main_java_org_jsoup_helper_W3CDom.json,true,810,616,336,332,4,4,67,67,0,0,37.001
Jsoup-74,src_main_java_org_jsoup_helper_StringUtil.json,false,1127,855,125,125,1,0,24,24,0,0,13.359
Jsoup-75,src_main_java_org_jsoup_nodes_Attributes.json,false,1860,1502,135,132,1,3,17,17,0,0,16.910
Jsoup-76,src_main_java_org_jsoup_parser_HtmlTreeBuilderState.json,false,9280,7408,2515,2515,1,0,519,519,0,0,210.381
Jsoup-77,src_main_java_org_jsoup_parser_XmlTreeBuilder.json,false,728,580,115,115,0,0,22,22,0,0,2.333
Jsoup-78,src_main_java_org_jsoup_helper_DataUtil.json,false,1464,1169,376,376,0,0,61,61,0,0,10.902
Jsoup-79,src_main_java_org_jsoup_nodes_LeafNode.json,false,319,283,17,17,0,0,4,4,0,0,1.779
Jsoup-8,src_main_java_org_jsoup_nodes_Node.json,false,1560,1117,51,47,3,4,6,6,0,0,6.358
Jsoup-80,src_main_java_org_jsoup_parser_XmlTreeBuilder.json,false,730,581,127,127,0,0,17,17,0,0,21.479
Jsoup-81,src_main_java_org_jsoup_helper_DataUtil.json,false,1500,1204,407,407,0,0,72,72,0,0,35.692
Jsoup-82,src_main_java_org_jsoup_helper_DataUtil.json,false,1450,1161,439,439,0,0,78,78,0,0,20.610
Jsoup-84,src_main_java_org_jsoup_helper_W3CDom.json,false,864,656,200,200,0,0,38,38,0,0,27.455
Jsoup-86,src_main_java_org_jsoup_nodes_Comment.json,false,342,253,105,104,1,1,13,13,0,0,1.532
Jsoup-87,src_main_java_org_jsoup_nodes_Element.json,true,5956,3839,98,98,0,0,2,2,0,0,24.694
Jsoup-87,src_main_java_org_jsoup_parser_HtmlTreeBuilder.json,true,3528,3011,960,960,0,0,194,194,0,0,21.360
Jsoup-87,src_main_java_org_jsoup_parser_HtmlTreeBuilderState.json,true,9306,7426,4475,4475,1,0,980,980,0,0,177.361
Jsoup-87,src_main_java_org_jsoup_parser_Tag.json,true,1218,1014,47,47,1,0,6,6,0,0,8.239
Jsoup-88,src_main_java_org_jsoup_nodes_Attribute.json,false,931,725,32,32,0,0,5,5,0,0,3.759
Jsoup-89,src_main_java_org_jsoup_nodes_Attribute.json,false,942,732,84,77,3,7,13,13,0,0,7.104
Jsoup-9,src_main_java_org_jsoup_nodes_Entities.json,false,7213,7043,22,22,0,0,3,3,0,0,62.157
Jsoup-90,src_main_java_org_jsoup_helper_HttpConnection.json,false,5935,4882,218,218,0,0,36,36,0,0,47.003
Jsoup-91,src_main_java_org_jsoup_UncheckedIOException.json,false,34,30,7,7,0,0,2,2,0,0,0.377
Jsoup-91,src_main_java_org_jsoup_parser_CharacterReader.json,false,2209,2030,65,65,0,0,11,11,0,0,13.322
Jsoup-92,src_main_java_org_jsoup_nodes_Attributes.json,false,1890,1507,73,73,0,0,10,10,0,0,10.350
Jsoup-92,src_main_java_org_jsoup_parser_HtmlTreeBuilder.json,false,3529,3012,99,99,0,0,15,15,0,0,16.332
Jsoup-92,src_main_java_org_jsoup_parser_ParseSettings.json,false,205,162,13,13,0,0,2,2,0,0,0.825
Jsoup-92,src_main_java_org_jsoup_parser_Token.json,false,1279,1130,125,125,0,0,24,24,0,0,4.676
Jsoup-92,src_main_java_org_jsoup_parser_XmlTreeBuilder.json,false,674,543,69,69,0,0,15,15,0,0,3.318
Jsoup-93,src_main_java_org_jsoup_nodes_FormElement.json,false,482,349,213,213,0,0,37,37,0,0,8.745
JxPath-1,src_java_org_apache_commons_jxpath_ri_model_dom_DOMNodePointer.json,true,3375,2854,212,211,1,1,43,43,0,0,40.839
JxPath-1,src_java_org_apache_commons_jxpath_ri_model_jdom_JDOMNodePointer.json,true,3518,2919,203,203,0,0,43,43,0,0,34.252
JxPath-10,src_java_org_apache_commons_jxpath_ri_compiler_CoreOperationRelationalExpression.json,false,427,357,38,38,0,0,6,6,0,0,1.485
JxPath-11,src_java_org_apache_commons_jxpath_ri_model_dom_DOMAttributeIterator.json,false,649,553,126,126,0,0,26,26,0,0,3.707
JxPath-11,src_java_org_apache_commons_jxpath_ri_model_jdom_JDOMAttributeIterator.json,false,387,331,200,200,0,0,44,44,0,0,44.484
JxPath-12,src_java_org_apache_commons_jxpath_ri_model_dom_DOMNodePointer.json,false,3330,2817,220,220,0,0,44,44,0,0,45.169
JxPath-14,src_java_org_apache_commons_jxpath_ri_compiler_CoreFunction.json,false,3163,2592,104,104,0,0,20,20,0,0,12.824
JxPath-15,src_java_org_apache_commons_jxpath_ri_axes_UnionContext.json,false,189,159,103,98,0,5,23,22,0,1,24.293
JxPath-16,src_java_org_apache_commons_jxpath_ri_model_dom_DOMNodePointer.json,false,3764,2986,269,269,0,0,44,44,0,0,33.190
JxPath-16,src_java_org_apache_commons_jxpath_ri_model_jdom_JDOMNodePointer.json,false,3658,3039,218,218,0,0,42,42,0,0,29.551
JxPath-18,src_java_org_apache_commons_jxpath_ri_axes_AttributeContext.json,true,233,199,88,77,6,11,20,17,2,3,6.917
JxPath-19,src_java_org_apache_commons_jxpath_ri_model_dom_DOMNodePointer.json,false,3416,2754,79,71,2,8,13,11,2,2,20.077
JxPath-19,src_java_org_apache_commons_jxpath_ri_model_jdom_JDOMNodePointer.json,false,3661,2920,133,133,1,0,24,24,0,0,48.122
JxPath-2,src_java_org_apache_commons_jxpath_ri_compiler_Expression.json,false,447,361,94,94,0,0,21,21,0,0,3.170
JxPath-20,src_java_org_apache_commons_jxpath_ri_compiler_CoreOperationRelationalExpression.json,false,510,364,162,161,0,1,32,32,0,0,2.989
JxPath-21,src_java_org_apache_commons_jxpath_ri_model_beans_PropertyPointer.json,false,793,636,35,32,1,3,5,5,0,0,3.360
JxPath-22,src_java_org_apache_commons_jxpath_ri_model_dom_DOMNodePointer.json,true,3463,2796,143,141,1,2,24,24,0,0,45.926
JxPath-3,src_java_org_apache_commons_jxpath_ri_model_beans_NullPropertyPointer.json,false,736,627,152,152,0,0,31,31,0,0,19.497
JxPath-5,src_java_org_apache_commons_jxpath_ri_model_NodePointer.json,false,2048,1674,215,215,0,0,29,29,0,0,21.026
JxPath-6,src_java_org_apache_commons_jxpath_ri_compiler_CoreOperationCompare.json,false,542,443,180,178,0,2,31,29,0,2,7.962
JxPath-7,src_java_org_apache_commons_jxpath_ri_compiler_CoreOperationGreaterThan.json,false,49,35,9,9,5,0,2,2,4,0,1.420
JxPath-7,src_java_org_apache_commons_jxpath_ri_compiler_CoreOperationGreaterThanOrEqual.json,false,49,35,9,9,6,0,2,2,4,0,1.398
JxPath-7,src_java_org_apache_commons_jxpath_ri_compiler_CoreOperationLessThan.json,false,49,35,9,9,5,0,2,2,4,0,1.394
JxPath-7,src_java_org_apache_commons_jxpath_ri_compiler_CoreOperationLessThanOrEqual.json,false,49,35,9,9,6,0,2,2,4,0,1.369
JxPath-7,src_java_org_apache_commons_jxpath_ri_compiler_CoreOperationRelationalExpression.json,false,49,39,10,10,0,0,2,2,0,0,3.187
JxPath-8,src_java_org_apache_commons_jxpath_ri_compiler_CoreOperationRelationalExpression.json,false,407,341,139,139,0,0,26,26,0,0,2.081
Lang-1,src_main_java_org_apache_commons_lang3_math_NumberUtils.json,false,4818,3525,893,893,0,0,150,150,0,0,99.778
Lang-10,src_main_java_org_apache_commons_lang3_time_FastDateParser.json,false,3323,2579,160,160,0,0,36,36,0,0,18.506
Lang-11,src_main_java_org_apache_commons_lang3_RandomStringUtils.json,false,1071,637,369,369,0,0,70,70,0,0,4.963
Lang-12,src_main_java_org_apache_commons_lang3_RandomStringUtils.json,false,1042,609,341,340,1,1,63,62,1,1,4.890
Lang-13,src_main_java_org_apache_commons_lang3_SerializationUtils.json,false,754,453,98,98,0,0,19,19,0,0,10.970
Lang-14,src_main_java_org_apache_commons_lang3_StringUtils.json,false,21224,11809,319,319,0,0,13,13,0,0,71.223
Lang-15,src_main_java_org_apache_commons_lang3_reflect_TypeUtils.json,true,3768,2712,323,320,6,3,52,52,0,0,48.368
Lang-16,src_main_java_org_apache_commons_lang3_math_NumberUtils.json,false,4591,3355,783,782,1,1,134,134,0,0,38.385
Lang-17,src_main_java_org_apache_commons_lang3_text_translate_CharSequenceTranslator.json,false,380,264,127,125,1,2,24,23,0,1,19.216
Lang-18,src_main_java_org_apache_commons_lang3_time_FastDateFormat.json,false,5217,3597,646,632,10,14,117,115,2,2,332.278
Lang-19,src_main_java_org_apache_commons_lang3_text_translate_NumericEntityUnescaper.json,false,300,255,249,249,0,0,43,43,0,0,36.185
Lang-20,src_main_java_org_apache_commons_lang3_StringUtils.json,true,21219,11853,490,488,0,2,51,51,0,0,73.312
Lang-21,src_main_java_org_apache_commons_lang3_time_DateUtils.json,false,5623,3341,230,230,0,0,10,10,0,0,14.549
Lang-22,src_main_java_org_apache_commons_lang3_math_Fraction.json,false,3289,2506,299,299,0,0,37,37,0,0,36.466
Lang-23,src_main_java_org_apache_commons_lang3_text_ExtendedMessageFormat.json,false,1993,1481,30,30,0,0,2,2,0,0,7.955
Lang-24,src_main_java_org_apache_commons_lang3_math_NumberUtils.json,false,4574,3329,599,598,1,1,85,85,0,0,63.818
Lang-26,src_main_java_org_apache_commons_lang3_time_FastDateFormat.json,false,6016,4408,146,146,0,0,8,8,0,0,22.827
Lang-27,src_main_java_org_apache_commons_lang3_math_NumberUtils.json,false,4548,3306,752,751,1,1,131,131,0,0,114.539
Lang-28,src_main_java_org_apache_commons_lang3_text_translate_NumericEntityUnescaper.json,false,222,188,182,182,0,0,35,35,0,0,24.408
Lang-29,src_main_java_org_apache_commons_lang3_SystemUtils.json,false,4130,1619,152,151,0,1,6,6,0,0,7.581
Lang-3,src_main_java_org_apache_commons_lang3_math_NumberUtils.json,false,4804,3511,879,879,0,0,146,146,0,0,138.561
Lang-30,src_main_java_org_apache_commons_lang3_StringUtils.json,true,17361,10810,770,764,6,6,107,105,2,2,188.748
Lang-31,src_main_java_org_apache_commons_lang3_StringUtils.json,false,17267,10725,359,359,0,0,20,20,0,0,84.025
Lang-32,src_main_java_org_apache_commons_lang3_builder_HashCodeBuilder.json,false,2349,1474,125,115,0,10,15,13,0,2,11.356
Lang-33,src_main_java_org_apache_commons_lang3_ClassUtils.json,false,3673,2483,143,143,0,0,16,16,0,0,22.471
Lang-34,src_main_java_org_apache_commons_lang3_builder_ToStringStyle.json,false,6365,4310,235,232,3,3,10,10,0,0,22.021
Lang-35,src_main_java_org_apache_commons_lang3_ArrayUtils.json,false,14299,9739,416,416,0,0,32,32,0,0,80.275
Lang-36,src_java_org_apache_commons_lang3_math_NumberUtils.json,false,4511,3281,1207,1206,0,1,208,208,0,0,79.805
Lang-37,src_java_org_apache_commons_lang3_ArrayUtils.json,false,14145,9655,347,347,0,0,17,17,0,0,83.313
Lang-38,src_java_org_apache_commons_lang3_time_FastDateFormat.json,false,6010,4403,150,150,0,0,11,11,0,0,25.937
Lang-39,src_java_org_apache_commons_lang3_StringUtils.json,false,16538,10332,827,827,0,0,84,84,0,0,155.823
Lang-4,src_main_java_org_apache_commons_lang3_text_translate_LookupTranslator.json,false,287,237,219,218,1,1,41,41,0,0,26.312
Lang-40,src_java_org_apache_commons_lang_StringUtils.json,false,16250,10109,287,287,1,0,9,9,1,0,62.255
Lang-41,src_java_org_apache_commons_lang_ClassUtils.json,false,3467,2333,206,205,1,1,29,29,0,0,42.003
Lang-43,src_java_org_apache_commons_lang_text_ExtendedMessageFormat.json,false,1906,1438,195,195,0,0,29,29,0,0,7.395
Lang-44,src_java_org_apache_commons_lang_NumberUtils.json,false,2222,1732,697,697,0,0,131,131,0,0,33.704
Lang-45,src_java_org_apache_commons_lang_WordUtils.json,false,1913,1276,278,278,0,0,36,36,0,0,19.273
Lang-46,src_java_org_apache_commons_lang_StringEscapeUtils.json,false,2428,1489,441,441,0,0,104,104,0,0,130.966
Lang-47,src_java_org_apache_commons_lang_text_StrBuilder.json,false,9191,6443,453,453,0,0,44,44,0,0,45.536
Lang-48,src_java_org_apache_commons_lang_builder_EqualsBuilder.json,false,2717,1917,313,313,0,0,50,50,0,0,20.771
Lang-49,src_java_org_apache_commons_lang_math_Fraction.json,false,3255,2483,112,112,0,0,9,9,0,0,14.333
Lang-50,src_java_org_apache_commons_lang_time_FastDateFormat.json,false,5944,4357,375,365,8,10,57,55,0,2,41.111
Lang-51,src_java_org_apache_commons_lang_BooleanUtils.json,false,2434,1485,382,382,0,0,36,36,0,0,10.847
Lang-52,src_java_org_apache_commons_lang_StringEscapeUtils.json,false,1907,1147,303,303,0,0,74,74,0,0,107.641
Lang-53,src_java_org_apache_commons_lang_time_DateUtils.json,false,3306,2211,599,595,0,4,91,87,0,4,80.770
Lang-54,src_java_org_apache_commons_lang_LocaleUtils.json,false,1036,750,256,256,0,0,37,37,0,0,10.592
Lang-55,src_java_org_apache_commons_lang_time_StopWatch.json,false,667,474,64,64,0,0,9,9,0,0,2.209
Lang-56,src_java_org_apache_commons_lang_time_FastDateFormat.json,false,5914,4346,121,121,4,0,4,4,0,0,22.227
Lang-57,src_java_org_apache_commons_lang_LocaleUtils.json,false,1034,749,42,41,1,1,6,6,0,0,3.271
Lang-58,src_java_org_apache_commons_lang_math_NumberUtils.json,false,5052,3784,750,742,7,8,131,131,0,0,183.987
Lang-59,src_java_org_apache_commons_lang_text_StrBuilder.json,false,8121,5955,309,309,0,0,23,23,0,0,30.155
Lang-6,src_main_java_org_apache_commons_lang3_text_translate_CharSequenceTranslator.json,false,386,270,133,133,0,0,26,26,0,0,1.173
Lang-60,src_java_org_apache_commons_lang_text_StrBuilder.json,false,8117,5951,302,302,1,0,27,27,0,0,39.118
Lang-61,src_java_org_apache_commons_lang_text_StrBuilder.json,false,8115,5949,340,339,1,1,32,32,0,0,44.697
Lang-63,src_java_org_apache_commons_lang_time_DurationFormatUtils.json,true,2567,2011,492,492,1,0,79,79,0,0,19.834
Lang-64,src_java_org_apache_commons_lang_enums_ValuedEnum.json,false,374,187,36,36,3,0,6,6,0,0,4.224
Lang-65,src_java_org_apache_commons_lang_time_DateUtils.json,false,3119,2038,426,426,0,0,61,61,0,0,54.357
Lang-7,src_main_java_org_apache_commons_lang3_math_NumberUtils.json,true,4640,3394,854,849,0,5,150,148,0,2,28.230
Lang-8,src_main_java_org_apache_commons_lang3_time_FastDatePrinter.json,false,4290,3279,192,189,0,3,21,21,0,0,20.784
Lang-9,src_main_java_org_apache_commons_lang3_time_FastDateParser.json,false,3323,2579,235,235,0,0,34,34,0,0,45.064
Math-1,src_main_java_org_apache_commons_math3_fraction_BigFraction.json,false,3787,2275,413,413,0,0,58,58,0,0,81.563
Math-1,src_main_java_org_apache_commons_math3_fraction_Fraction.json,false,2351,1673,398,398,0,0,58,58,0,0,83.833
Math-10,src_main_java_org_apache_commons_math3_analysis_differentiation_DSCompiler.json,false,8917,7291,327,327,0,0,32,32,0,0,40.774
Math-100,src_java_org_apache_commons_math_estimation_AbstractEstimator.json,false,1077,811,320,320,2,0,42,42,0,0,2.872
Math-101,src_java_org_apache_commons_math_complex_ComplexFormat.json,false,1805,1190,267,266,1,1,41,41,0,0,52.436
Math-102,src_java_org_apache_commons_math_stat_inference_ChiSquareTestImpl.json,false,1539,1173,137,109,28,28,19,17,2,2,16.851
Math-103,src_java_org_apache_commons_math_distribution_NormalDistributionImpl.json,false,477,317,62,61,1,1,6,5,1,1,2.162
Math-104,src_java_org_apache_commons_math_special_Gamma.json,false,865,680,27,27,0,0,3,3,0,0,2.341
Math-105,src_java_org_apache_commons_math_stat_regression_SimpleRegression.json,false,1108,707,58,58,0,0,5,5,0,0,3.383
Math-106,src_java_org_apache_commons_math_fraction_ProperFractionFormat.json,false,636,434,225,225,14,0,41,41,0,0,2.942
Math-11,src_main_java_org_apache_commons_math3_distribution_MultivariateNormalDistribution.json,false,884,693,80,79,1,1,10,10,0,0,5.089
Math-12,src_main_java_org_apache_commons_math3_random_BitsStreamGenerator.json,false,700,528,26,26,1,0,2,2,0,0,2.372
Math-13,src_main_java_org_apache_commons_math3_optimization_general_AbstractLeastSquaresOptimizer.json,false,1921,1055,69,69,0,0,7,7,0,0,7.819
Math-14,src_main_java_org_apache_commons_math3_optim_nonlinear_vector_Weight.json,true,133,89,32,32,0,0,7,7,0,0,2.840
Math-14,src_main_java_org_apache_commons_math3_optim_nonlinear_vector_jacobian_AbstractLeastSquaresOptimizer.json,true,792,451,45,45,0,0,7,7,0,0,4.789
Math-15,src_main_java_org_apache_commons_math3_util_FastMath.json,false,17626,15933,801,801,2,0,125,125,0,0,81.716
Math-16,src_main_java_org_apache_commons_math3_util_FastMath.json,false,17488,15803,1011,1009,14,2,115,113,0,2,197.857
Math-17,src_main_java_org_apache_commons_math3_dfp_Dfp.json,false,10328,9031,121,121,0,0,6,6,0,0,52.091
Math-18,src_main_java_org_apache_commons_math3_optimization_direct_CMAESOptimizer.json,true,7211,5831,335,333,4,2,42,42,0,0,162.502
Math-19,src_main_java_org_apache_commons_math3_optimization_direct_CMAESOptimizer.json,false,7143,5772,370,370,0,0,47,47,0,0,63.241
Math-2,src_main_java_org_apache_commons_math3_distribution_HypergeometricDistribution.json,false,1138,750,51,48,1,3,5,5,0,0,4.515
Math-20,src_main_java_org_apache_commons_math3_optimization_direct_CMAESOptimizer.json,false,7093,5758,149,146,3,3,7,7,0,0,30.565
Math-21,src_main_java_org_apache_commons_math3_linear_RectangularCholeskyDecomposition.json,true,618,515,488,481,1,7,65,64,0,1,230.432
Math-22,src_main_java_org_apache_commons_math3_distribution_FDistribution.json,false,813,547,39,38,0,1,5,5,0,0,2.515
Math-22,src_main_java_org_apache_commons_math3_distribution_UniformRealDistribution.json,false,531,343,36,35,0,1,5,5,0,0,1.744
Math-23,src_main_java_org_apache_commons_math3_optimization_univariate_BrentOptimizer.json,false,1209,967,790,786,4,4,134,134,0,0,59.462
Math-24,src_main_java_org_apache_commons_math3_optimization_univariate_BrentOptimizer.json,true,1179,956,779,779,0,0,134,134,0,0,46.141
Math-25,src_main_java_org_apache_commons_math3_optimization_fitting_HarmonicFitter.json,false,1122,887,462,462,0,0,59,59,0,0,6.685
Math-26,src_main_java_org_apache_commons_math3_fraction_Fraction.json,false,2324,1654,387,387,0,0,58,58,0,0,69.124
Math-27,src_main_java_org_apache_commons_math3_fraction_Fraction.json,true,2321,1651,73,72,0,1,5,5,0,0,8.186
Math-28,src_main_java_org_apache_commons_math3_optimization_linear_SimplexSolver.json,false,854,677,329,329,0,0,53,53,0,0,7.646
Math-29,src_main_java_org_apache_commons_math3_linear_OpenMapRealVector.json,false,3411,2519,170,168,4,2,21,21,0,0,25.302
Math-3,src_main_java_org_apache_commons_math3_util_MathArrays.json,false,6383,4875,426,426,0,0,46,46,0,0,44.088
Math-30,src_main_java_org_apache_commons_math3_stat_inference_MannWhitneyUTest.json,false,698,440,104,103,0,1,13,13,0,0,2.736
Math-31,src_main_java_org_apache_commons_math3_util_ContinuedFraction.json,true,434,296,202,202,6,0,40,40,1,0,82.022
Math-32,src_main_java_org_apache_commons_math3_geometry_euclidean_twod_PolygonsSet.json,false,2150,1611,270,270,0,0,44,44,0,0,16.161
Math-33,src_main_java_org_apache_commons_math3_optimization_linear_SimplexTableau.json,false,2529,1940,292,292,0,0,35,35,0,0,10.178
Math-34,src_main_java_org_apache_commons_math3_genetics_ListPopulation.json,false,661,418,36,35,1,1,5,5,0,0,2.504
Math-35,src_main_java_org_apache_commons_math3_genetics_ElitisticListPopulation.json,false,293,196,54,54,0,0,13,13,0,0,4.785
Math-36,src_main_java_org_apache_commons_math_fraction_BigFraction.json,false,3623,2173,135,135,0,0,10,10,0,0,15.595
Math-37,src_main_java_org_apache_commons_math_complex_Complex.json,false,4143,1939,184,184,0,0,20,20,0,0,23.716
Math-38,src_main_java_org_apache_commons_math_optimization_direct_BOBYQAOptimizer.json,false,14179,12397,1265,1263,3,2,142,142,0,0,460.132
Math-39,src_main_java_org_apache_commons_math_ode_nonstiff_EmbeddedRungeKuttaIntegrator.json,false,1470,1188,803,803,0,0,93,93,0,0,42.898
Math-4,src_main_java_org_apache_commons_math3_geometry_euclidean_threed_SubLine.json,false,495,309,99,99,0,0,14,14,0,0,1.848
Math-4,src_main_java_org_apache_commons_math3_geometry_euclidean_twod_SubLine.json,false,1009,720,126,126,0,0,16,16,0,0,3.901
Math-40,src_main_java_org_apache_commons_math_analysis_solvers_BracketingNthOrderBrentSolver.json,true,1491,1292,855,851,2,4,122,122,0,0,42.743
Math-41,src_main_java_org_apache_commons_math_stat_descriptive_moment_Variance.json,false,1605,989,235,235,0,0,35,35,0,0,15.926
Math-42,src_main_java_org_apache_commons_math_optimization_linear_SimplexTableau.json,false,2510,1921,227,227,0,0,24,24,0,0,34.911
Math-43,src_main_java_org_apache_commons_math_stat_descriptive_SummaryStatistics.json,false,2303,1485,137,134,0,3,21,21,0,0,15.859
Math-44,src_main_java_org_apache_commons_math_ode_AbstractIntegrator.json,false,1430,1050,395,395,0,0,66,66,0,0,220.001
Math-45,src_main_java_org_apache_commons_math_linear_OpenMapRealMatrix.json,false,1206,924,68,68,0,0,9,9,0,0,7.835
Math-46,src_main_java_org_apache_commons_math_complex_Complex.json,false,3973,1799,282,282,0,0,39,39,0,0,18.549
Math-47,src_main_java_org_apache_commons_math_complex_Complex.json,false,3949,1776,337,337,0,0,47,47,0,0,23.793
Math-48,src_main_java_org_apache_commons_math_analysis_solvers_BaseSecantSolver.json,false,793,632,371,371,0,0,87,87,0,0,87.365
Math-49,src_main_java_org_apache_commons_math_linear_OpenMapRealVector.json,false,4072,3053,314,310,4,4,46,46,0,0,19.852
